 Flow Duration, Bwd Packet Length Std, Flow IAT Std, Packet Length Std, SYN Flag Count, ACK Flag Count, Average Packet Size
253132,1166.003431,72571.68847,817.1004375,0,0,398.1428571
375988,659.5898726,113809.9704,517.5781208,0,0,338.5
399225,660.3318863,122474.2977,518.1782994,0,0,339
316726,0,0,0,0,1,9
277232,0,0,0,0,1,9
5722332,0,3275390.409,3.286335345,0,0,3
418899,0,296111.5712,0,0,1,8
318783,659.8545294,92488.93218,517.8812605,0,0,339
274572,0,0,0,0,1,9
607730,563.5018486,154624.6811,339.6828586,0,0,180.875
115937225,261.5302916,4868736.352,189.9362032,0,0,50.43333333
115596356,261.5302916,4867378.256,189.9362032,0,0,50.43333333
74457898,408.0226238,3779760.276,313.4585253,0,0,219.8823529
7475946,0,4293404.112,3.286335345,0,0,3
113763772,329.3718697,4665908.28,249.1287009,0,0,114.6363636
113810738,329.3718697,4680741.231,249.1287009,0,0,114.6363636
59,0,0,0,0,1,9
5070624,0,3533559.664,3,0,1,6
7,0,0,0,0,1,9
15397616,0,4812080.463,3.098386677,0,1,4.8
15194910,0,4790491.723,3.098386677,0,1,4.8
15194838,0,4790504.947,3.098386677,0,1,4.8
15148136,1232.147321,1774613.109,1226.658304,0,0,972.9
48,0,0,0,0,1,9
5225227,0,2983807.23,3.286335345,0,0,3
117273373,325.9804216,4600685.207,252.1618957,0,0,129.4054054
5434608,0,3105955.042,3.286335345,0,0,3
5434517,0,3106019.295,3.286335345,0,0,3
5434945,0,3105793.14,3.286335345,0,0,3
115534971,199.2599495,4858915.697,151.4296245,0,0,42.1
0,0,0,0,0,1,9
265744,428.0093457,86099.93647,318.6466919,0,0,186.8571429
3254785,3.464101615,926778.159,2.927700219,0,0,2
61088,0,0,0,0,1,9
77040,427.5093566,14134.93779,318.3344771,0,0,186.7142857
59496,0,0,0,0,1,9
59753,0,0,0,0,1,9
77350,427.5093566,14103.40617,318.3344771,0,0,186.7142857
3210529,3.464101615,920245.2195,2.927700219,0,0,2
3410807,3.464101615,952467.6575,2.927700219,0,0,2
17846,0,0,0,0,1,9
47249,428.0093457,11857.49163,318.6466919,0,0,186.8571429
14768,0,0,0,0,1,9
158860,0,0,0,0,1,9
58559,0,0,0,0,1,9
45323,0,0,0,0,1,9
99919,427.5093566,21003.75533,318.2149992,0,0,186.5714286
47482,427.5093566,11843.89964,318.2149992,0,0,186.5714286
258749,0,0,0,0,1,9
3190060,3.464101615,917593.5818,2.927700219,0,0,2
3590138,3.464101615,987363.0208,2.927700219,0,0,2
55,0,0,0,0,1,9
88,0,0,0,0,1,9
5248289,1216.241958,1342825,1050.079584,0,0,702.6666667
6467678,1128.868177,909430.8024,1076.111213,0,0,827.375
5261181,940.8170208,1089664.568,949.8086244,0,0,787.0454545
5261234,714.1866469,1688544.609,577.1305351,0,0,372.2
5925702,0,2079454.193,2.927700219,0,0,2
5925678,0,2079456.079,2.927700219,0,0,2
5930020,0,2079335.725,2.927700219,0,0,2
8171,0,0,0,0,1,9
77,0,0,0,0,1,9
71,0,0,0,0,1,9
250,0,0,0,0,1,9
23847523,800.4169955,4015195.33,546.3325511,0,0,201.9166667
37775380,741.1937283,4526046.954,509.9062192,0,0,173.5
5493151,0,3116307.745,3.286335345,0,0,3
5726780,0,3251091.545,3.286335345,0,0,3
25266581,723.2586444,4085925.391,495.2409929,0,0,186.1666667
26709836,720.40093,4204738.679,492.8120644,0,0,184.5
26709726,543.7218739,4070187.834,396.6065396,0,0,170.3076923
26808557,720.40093,4214612.651,492.8120644,0,0,184.5
31244430,667.1132909,4337737.478,460.0389735,0,0,158.5714286
38796934,667.1132909,4619786.589,460.0389735,0,0,158.5714286
5793469,0,3289611.144,3.286335345,0,0,3
5734453,0,3255999.719,3.286335345,0,0,3
26017722,720.8091749,4117391.431,493.6235979,0,0,185.6666667
29251436,720.8091749,4474180.567,493.6235979,0,0,185.6666667
79,0,0,0,0,1,9
47,0,0,0,0,1,9
63,0,0,0,0,1,9
65,0,0,0,0,1,9
234,0,0,0,0,1,9
82,0,0,0,0,1,9
108,0,0,0,0,1,9
109,0,0,0,0,1,9
113,0,0,0,0,1,9
78,0,0,0,0,1,9
105049,1131.503535,18908.23402,792.9450981,0,0,386.5714286
74474,0,0,0,0,1,9
5828821,0,3336922.876,3.286335345,0,0,3
117133353,279.9269973,4753177.225,209.2728775,0,0,77.15151515
115565845,320.6952603,4675180.552,242.5186149,0,0,107.7428571
115565810,320.6952603,4674418.751,242.5186149,0,0,107.7428571
6013363,0,3451354.4,3.286335345,0,0,3
117084187,212.6226085,4843363.951,159.417225,0,0,43.83333333
117084140,279.9269973,4754686.248,209.2728775,0,0,77.15151515
5914303,0,3400817.815,3.286335345,0,0,3
5914338,0,3400838.961,3.286335345,0,0,3
46067870,510.080168,4448997.899,368.7969932,0,0,149.8888889
46075486,510.080168,4448628.756,368.7969932,0,0,149.8888889
15231,0,0,0,0,1,9
15229,0,0,0,0,1,9
3263469,0,2274128.24,0,0,1,0
40011698,0,5301548.34,0,0,1,0
50395,0,0,0,0,1,0
115789086,259.3716837,4912237.493,300.95774,0,0,84.53333333
5245844,0,3015556.749,0,0,0,0
5233340,0,3008194.176,0,0,0,0
85130287,444.570464,4780002.743,416.247875,0,0,150.2692308
85132151,413.5288413,4786799.816,400.1785748,0,0,137.3461538
115999558,382.6971325,4897231.76,362.2679377,0,0,110.75
115996523,372.2563409,4857201.295,357.9027094,0,0,108.3030303
115995738,384.0142234,4896329.291,363.0447735,0,0,111.53125
115998280,494.2675078,4712733.668,473.2451939,0,0,199.7567568
113951670,333.6213422,4648481.673,257.111309,0,0,131.2222222
5359038,0,3062173.747,0,0,0,0
110064192,270.8998436,4919889.253,209.0863329,0,0,78.73333333
105216341,0,5097481.387,0,0,1,0
1841758,0,1242091.044,0,0,1,0
42120,0,0,0,0,1,0
42777,0,0,0,0,1,0
41800,0,0,0,0,1,0
42238,0,0,0,0,1,0
2751439,0,1885885.605,0,0,1,0
30784671,438.7237931,4342416.213,377.7116184,0,0,221
30297998,161.9073809,4360607.502,287.959769,0,0,164.5714286
30314378,161.9073809,4359109.514,287.4657247,0,0,164.3571429
10571729,172.5456461,2768702.868,333.8966621,0,0,248.4285714
35637,0,0,0,0,1,9
36250,0,0,0,0,1,9
35919,0,0,0,0,1,9
117404463,525.17659,1341921.982,479.7789883,1,1,485.9652778
47478,429.5,11924.0396,320.5907215,0,0,185.2857143
47276,429.5,11913.08287,320.5907215,0,0,185.2857143
13134,0,0,0,0,1,0
39549,0,0,0,0,1,0
3578909,0,984923.316,0,0,0,0
23260,0,0,0,0,1,0
294454,430,97749.02664,320.9012977,0,0,185.4285714
132284,430,32950.78426,321.0242258,0,0,185.5714286
134843,0,33876.77878,0,0,1,0
65581,0,14912.17491,0,0,1,0
134165,430,33641.28982,320.9012977,0,0,185.4285714
134221,430,33665.57212,320.9012977,0,0,185.4285714
182581,430,52731.65203,320.9012977,0,0,185.4285714
70982,0,6443.15699,0,0,1,0
134963,0,33220.58369,0,0,1,0
134935,0,33207.85576,0,0,1,0
3432014,0,956364.2612,0,0,0,0
23174,0,0,0,0,1,0
5162528,303.5131793,1879902.387,244.4620511,0,0,141.5
5512270,0,3161968.696,3.286335345,0,0,3
23730,0,0,0,0,1,9
119964018,735.2166773,1201023.502,823.8982074,1,1,963.6363636
20070172,711.5457344,1224928.721,798.1458389,0,0,681.9010989
20218245,680.7419894,1673565.203,599.1476724,0,0,448.8043478
15380456,115.8884932,2959563.176,203.7915134,0,0,114.7857143
15377413,115.8884932,2959494.704,203.9405376,0,0,114.8571429
15415349,115.8884932,2962316.805,201.2143373,0,0,113.6428571
15502503,116.1321087,2954215.896,202.7005063,0,0,114.3571429
86805,0,0,0,0,1,0
89781,0,0,0,0,1,0
89264,0,0,0,0,1,0
86654,0,0,0,0,1,0
89772,0,0,0,0,1,0
86867,0,0,0,0,1,0
5515185,0,3123582.58,0,0,0,0
115845689,194.4224188,4962943.645,151.4155013,0,0,40.31034483
115978816,532.9435909,4614320.99,505.4001771,0,0,209.875
5771432,0,3300211.072,0,0,0,0
115667909,667.3513211,4967916.761,452.5811066,0,0,97.63333333
5770407,0,3276093.881,0,0,0,0
28732395,834.3464242,3218214.221,646.2061921,0,0,435.4545455
39986645,814.235317,3570992.214,613.2500454,0,0,368.4615385
5964678,0,3388168.17,0,0,0,0
40173551,885,3953219.497,627.7146303,0,0,330.3
5944243,0,3376366.999,0,0,0,0
5611432,0,3148356.972,0,0,0,0
29672765,737.2964126,4537688.714,505.2210483,0,0,186.5
23435,0,0,0,0,1,0
95023463,0,5108840.272,0,0,1,0
94767500,0,5114595.986,0,0,1,0
94767504,0,5114007.496,0,0,1,0
5775007,0,3289877.897,0,0,0,0
60936588,136.3333333,4958327.826,180.4558717,0,0,61.33333333
193024,659.4708485,43982.15613,497.1769638,0,0,299.5555556
3712,0,0,0,0,1,0
139645,659.4708485,26864.27152,497.1769638,0,0,299.5555556
102973,0,0,0,0,1,0
5482184,0,3136825.597,0,0,0,0
5567418,0,3170734.267,0,0,0,0
6477920,696.5,2332839.068,508.0920466,0,0,276.25
50450,0,0,0,0,1,0
62514600,396.9346253,2673883.385,389.9628215,0,0,579.625
5532886,0,3149750.498,0,0,0,0
115345164,261.6487558,4976904.163,190.7749955,0,0,47.5
2616593,129.938447,913570.1322,146.1430045,0,0,82.625
5055485,0,2874978.092,0,0,0,0
5055972,101.5,1818104.47,133.9188187,0,0,72
50463,0,0,0,0,1,0
50624,0,0,0,0,1,0
5532875,0,3150130.271,0,0,0,0
61068349,236.3333333,4957675.362,218.7228078,0,0,77.05555556
90816551,111.7172771,4994287.065,125.7618384,0,0,37.45833333
15399095,720.0376644,2982805.871,636.2032694,0,0,456.2142857
31493,0,0,0,0,1,0
10251015,963.7393464,2495098.374,813.6482936,0,0,553.3529412
10313836,962.9493756,2420451.883,933.8752781,0,0,521.8888889
12760352,803.8332945,1669522.764,1168.145106,0,0,673.8421053
12808136,809.1598696,1448452.445,964.4506172,0,0,688.86
16525769,901.6104588,1396475.104,1164.974429,0,0,752.8833333
16531594,714.317159,1204231.366,1104.572057,0,0,714.038961
32201,0,0,0,0,1,0
32245,0,0,0,0,1,0
33549,0,0,0,0,1,0
32623,0,0,0,0,1,0
32092,0,0,0,0,1,0
32333,0,0,0,0,1,0
5458105,0,3122776.342,0,0,0,0
5449608,0,3118292.64,0,0,0,0
10386356,873.6907711,1372811.985,1762.516548,0,0,1035.240741
10377896,907.1747766,1506409.148,1372.703893,0,0,920.6222222
10427203,1011.967036,1243838.236,1412.115292,0,0,1054.569231
11340833,869.9222843,897440.8188,1798.833505,0,0,1202.790323
32242,0,0,0,0,1,0
32170,0,21996.67775,0,0,1,0
32332,0,0,0,0,1,0
32209,0,0,0,0,1,0
2914895,251.0726986,687762.9692,1338.074023,0,0,507.2
2914908,251.0726986,687958.4792,1345.241546,0,0,509.6
2914379,260.1500422,507887.4346,988.3634829,0,0,563.1111111
2914939,251.8891952,656652.6881,933.9251316,0,0,464.9090909
2909549,251.0726986,687483.4059,1339.268559,0,0,507.6
5914426,0,2091856.507,0,0,0,0
29404,0,0,0,0,1,0
28849,0,0,0,0,1,0
29343,0,0,0,0,1,0
29364,0,0,0,0,1,0
28627,0,0,0,0,1,0
117527559,220.7706781,5061986.5,168.9059528,0,1,45.66666667
117783780,298.9249112,4994773.678,226.7373375,0,1,88.07142857
112663838,0,5205674.019,0,0,1,0
4511038,617,1678658.101,543.0418953,0,0,307.875
28420,0,0,0,0,1,0
64780,232.638131,18647.80184,220.3612186,0,0,167.2
39302,0,0,0,0,1,9
62850,202.9396462,17894.93803,212.3192565,0,0,158
30124,0,0,0,0,1,9
75109291,118.1788193,4896729.059,119.0653809,0,0,43.76190476
5667627,624.8480387,1447862.593,1289.752597,0,0,520.7333333
5665749,603.283101,1314679.404,915.327874,0,0,507.3888889
5667925,662.748502,1138012.177,1293.694761,0,0,709.9090909
5667969,602.7231491,1315495.138,915.5004703,0,0,508.7777778
5666659,687.3489444,1448464.01,1297.734179,0,0,603.7333333
5667988,694.4114543,1400400.692,976.6875705,0,0,568.5625
75431694,215.2549581,4574876.732,214.0302674,0,0,92.92
75456599,242.3604806,4414574.108,238.1746679,0,0,123.6428571
75516124,242.3604806,4417061.185,238.8310974,0,0,123.9642857
76214186,214.8657086,4580849.454,211.0969482,0,0,91.72
76487729,214.8657086,4585636.554,211.5769509,0,0,91.92
76483878,214.8657086,4581594.766,211.4806738,0,0,91.88
98,0,0,0,0,1,9
159,0,0,0,0,1,9
134,0,0,0,0,1,9
125,0,0,0,0,1,9
64,0,0,0,0,1,9
112,0,0,0,0,1,9
94,0,0,0,0,1,9
85,0,0,0,0,1,9
88,0,0,0,0,1,9
61,0,0,0,0,1,9
390571,728.5451256,94081.40033,627.3986859,0,0,487
391702,1020.928732,75212.3395,901.3328744,0,0,638.8461538
392722,1558.915802,75229.27728,1357.949747,0,0,924.9230769
390421,867.0714888,85209.60239,816.1304374,0,0,675.5
391247,936.9719313,85136.1531,869.3675026,0,0,703.6
148,0,0,0,0,1,9
246,0,0,0,0,1,9
81,0,0,0,0,1,9
125,0,0,0,0,1,9
6001800,0,1901014.873,2.927700219,0,0,2
193450,0,0,0,0,1,9
47119,428.0093457,11949.22681,319.4915324,0,0,187.8571429
179,0,0,0,0,1,9
47475,428.0093457,11937.77505,319.4915324,0,0,187.8571429
254,0,0,0,0,1,9
3238167,3.464101615,924438.554,2.927700219,0,0,2
85,0,0,0,0,1,9
28352,0,0,0,0,1,9
28324,0,0,0,0,1,9
60272946,71,4908704.748,130.8366465,0,0,41.88888889
63682,0,0,0,0,1,0
63897,0,0,0,0,1,0
63190,0,0,0,0,1,0
98229,0,0,0,0,1,0
51504,0,0,0,0,1,0
50600,0,0,0,0,1,0
50737,0,0,0,0,1,0
50606,0,0,0,0,1,0
32450,0,0,0,0,1,9
50103,0,0,0,0,1,0
50104,0,0,0,0,1,0
50065,0,0,0,0,1,0
49962,0,0,0,0,1,0
49948,0,0,0,0,1,0
50123,0,0,0,0,1,0
114141972,237.149248,2295023.468,577.1049019,1,1,399.5673077
15344358,0,4791123.723,3.098386677,0,1,4.8
4969918,0,3462085.31,3,0,1,6
4797718,0,3359191.374,3,0,1,6
5860218,0,4110036.952,3,0,1,6
36749,0,0,0,0,1,9
23616,0,0,0,0,1,9
23572,0,0,0,0,1,9
5476172,0,3133631.856,0,0,0,0
115329118,127.7508736,4962721.804,108.2065031,0,0,28.7
115877353,1069.415024,3270066.931,1060.289295,0,0,771.5670103
115745504,113.0515053,4982282.275,93.30383943,0,0,24.63333333
65191901,160.6437051,4740982.829,142.7047568,0,0,47.3
5892897,813.503657,1778371.302,899.6157597,0,0,512.9090909
5333886,270.514787,1868943.867,208.803403,0,0,120.25
5355298,270.514787,1868235.724,208.803403,0,0,120.25
85289,0,0,0,0,1,9
85234,0,0,0,0,1,9
33556911,0,5062526.814,0,0,1,0
116031078,210.0673361,4966671.552,166.5553671,0,0,43.5
3069740,0,2119935.828,0,0,1,0
119640776,525.3479062,1416040.432,479.8792574,1,1,486.0486111
5219321,305.0131145,1877039.276,256.4620396,0,0,149
5217672,305.0131145,1876866.933,258.5300326,0,0,150.25
92447,0,34890.28807,3.286335345,0,0,3
23683,0,0,0,0,1,9
23218,0,0,0,0,1,9
115361321,97.81761454,4952393.968,109.6523245,0,0,28.9
115649051,337.0164261,4935551.162,350.0886554,0,0,93
116693687,332.098975,4800855.34,433.3092458,0,0,140.4705882
116698181,334.0721417,4766327.225,407.3679589,0,0,137.2571429
116651337,359.1284821,4756839.313,454.4702018,0,0,167.5714286
116696924,337.600448,4766274.476,408.6611434,0,0,138.7428571
117650210,485.8664426,4775838.677,542.4324455,0,0,193.0882353
119454510,764.2575136,1170093.991,994.0843208,0,1,961.1718062
10185721,798.4754223,4067338.281,584.1738367,0,0,358
28334,0,0,0,0,1,0
139813,329.1720675,20244.75465,276.8754233,0,0,160.875
5430688,0,3100345.7,3.033150178,0,0,3.5
40492,0,0,0,0,1,9
5087755,499.9853331,2034641.683,331.8119089,0,0,196
5084468,149.9066376,2899088.6,94.80928225,0,0,53
42181,0,0,0,0,1,0
42083,0,0,0,0,1,0
116029258,212.4726873,4985891.116,160.9581192,0,0,41.2
50559,0,0,0,0,1,0
391668,699.2172767,75948.45745,530.6737437,0,0,326.4444444
1376642,699.2172767,415341.5172,530.6737437,0,0,326.4444444
33196,0,0,0,0,1,0
33156,0,0,0,0,1,0
5655228,0,3232860.263,0,0,0,0
5655191,0,3231174.948,0,0,0,0
5892966,0,3368629.772,0,0,0,0
5655581,0,3231555.419,0,0,0,0
17859803,778.2531416,3339208.381,569.4501692,0,0,320.4285714
18983299,791.568064,4154158.155,536.5373833,0,0,220.2
19165359,935.1963787,3684417.347,650.1625494,0,0,345.0769231
19589548,809.9038215,4272913.355,548.5414213,0,0,224.3
5271150,0,3010696.418,0,0,0,0
24768812,724.2324673,4113852.846,496.6016822,0,0,183.8333333
5246613,135.5,1875090.427,134.0684941,0,0,75.5
46887,0,0,0,0,1,0
5655642,0,3221208.365,0,0,0,0
60360595,276,4908202.847,227.8004667,0,0,79.11111111
61200005,531.0282237,4347634.134,690.32114,0,0,328.4230769
3045085,249,1066632.237,214.1765886,0,0,121.375
51021,0,0,0,0,1,0
152675,1168,33709.61886,818.1983256,0,0,395.7142857
180155,659.1942051,39684.76779,496.8607674,0,0,299.1111111
108688,0,17251.99125,0,0,1,0
4189,0,0,0,0,1,0
115745434,261.6487558,4982939.674,190.7749955,0,0,47.5
115747166,261.6487558,4983525.256,190.7749955,0,0,47.5
60331126,138.3333333,4909059.411,119.9603005,0,0,42.05555556
5176755,0,2944497.638,0,0,0,0
60209889,230.3333333,4903654.386,493.9646683,0,0,153.8333333
62610323,343.5859459,3978450.057,280.5786356,0,0,204.6060606
20244084,283,4594710.324,199.8521954,0,0,101.8888889
91940,335.5,16052.07226,249.8004918,0,0,144
99611,0,7044.904861,0,0,1,0
5910859,0,3384629.118,0,0,0,0
115763869,85.79085865,4966370.757,105.9897439,0,0,27.56666667
13541896,0,4805504.501,0,0,1,0
13283054,0,4807010.42,0,0,1,0
114468439,0,5130159.659,0,0,1,0
361109,200.6755258,66841.62314,171.0400433,0,0,108.7142857
130713,0,32034.05851,0,0,1,8
119956580,228.8258435,4835936.414,234.3656269,0,0,118.7941176
112987816,228.9637526,4785107.077,224.5642661,0,0,105.3636364
119945309,194.5817737,4859761.651,208.0121624,0,0,87.60606061
119943588,200.6330229,4936075.223,213.0105418,0,0,93.06451613
112117489,194.5817737,4833316.814,189.957237,0,0,71.59375
112111662,194.4059327,4832802.756,190.7405772,0,0,71.875
118118454,199.2599495,4833425.766,151.9427382,0,0,42.3
110404737,300.3568711,4655902.944,233.6088737,0,0,106.8529412
3977974,1363.002935,1425703.724,902.139648,0,0,377.125
47673,428.0093457,11805.41452,319.3698036,0,0,187.7142857
2756,0,0,0,0,1,9
115652940,243.8914031,4879967.486,179.4524468,0,0,48.33333333
5758497,0,2050248.909,2.927700219,0,0,2
116736894,344.3176413,4760383.438,249.6761824,0,0,89.15151515
115720149,747.6352588,3247933.085,787.3094153,0,0,664.6526316
115720062,996.4863684,3383225.074,974.0566747,0,0,731.4022989
115720281,717.649299,3523735.232,746.0395728,0,0,619.5063291
115719786,1063.651335,3506786.539,992.4135532,0,0,691.7375
115719995,1007.667769,3365079.597,988.1218651,0,0,740.8522727
115719856,813.8225796,3452221.322,817.4130859,0,0,647.2650602
115943676,199.2599495,4859669.989,151.9427382,0,0,42.3
118980196,300.5398476,4680045.408,227.1039336,0,0,93.94117647
142462,428.0093457,36860.08199,319.3698036,0,0,187.7142857
227142,428.0093457,65986.71944,303.3644673,0,0,165
97545,0,0,0,0,1,9
1003622,428.0093457,386736.0475,319.3698036,0,0,187.7142857
1003508,428.0093457,386817.0803,319.3698036,0,0,187.7142857
23261,0,0,0,0,1,9
114601,0,0,0,0,1,9
114587,0,0,0,0,1,9
47905,427.5093566,11952.61877,318.937074,0,0,187.4285714
47890,427.5093566,11866.34969,318.937074,0,0,187.4285714
12423,0,0,0,0,1,9
25516,0,0,0,0,1,9
3570982,3.464101615,983202.2342,2.927700219,0,0,2
172,0,0,0,0,1,9
1231657,698.8198623,407162.5905,530.1681075,0,0,328.8888889
5368912,0,3071042.755,3.286335345,0,0,3
78639,0,0,0,0,1,9
118426121,695.9901952,4281292.206,520.6409405,0,0,257.2553191
5316173,0,3035636.096,3.286335345,0,0,3
26370805,881.9247417,3265768.3,650.2978488,0,0,380.3684211
5468297,0,3123439.671,3.286335345,0,0,3
5522986,0,3154949.922,3.286335345,0,0,3
19887001,789.3376971,4344298.754,534.7553391,0,0,222.8
18926059,806.3316935,4147059.266,545.8864351,0,0,226.6
19712061,788.8904867,4310693.451,533.9232325,0,0,221.4
22712536,720.8091749,3992476.495,493.8822137,0,0,186.1666667
5479978,0,3131463.042,3.286335345,0,0,3
20457459,723.2586444,4023639.675,495.4982988,0,0,186.6666667
5588755,0,3194609.275,3.286335345,0,0,3
5589288,0,3193344.914,3.286335345,0,0,3
22530723,721.6256647,3991860.016,494.4208733,0,0,186.3333333
68413754,559.3070713,4826774.942,392.1059138,0,0,113
95,0,0,0,0,1,9
73375,1130.668239,16020.40601,792.5524769,0,0,387.4285714
13495,0,0,0,0,1,9
5105551,0,2919565.169,3.033150178,0,0,3.5
60956685,308.5229327,4579245.569,259.0098126,0,0,105.6818182
115517370,243.8914031,4861526.519,179.4524468,0,0,48.33333333
115517463,243.8914031,4861803.548,179.4524468,0,0,48.33333333
116878626,347.8420872,4619473.382,257.8636931,0,0,112.1621622
118898277,320.6952603,4696021.125,240.0721635,0,0,98.47058824
88461,0,0,0,0,1,0
60406649,71,4923909.781,131.4754997,0,0,42.05555556
38946,0,0,0,0,1,0
38985,0,0,0,0,1,0
36735,0,0,0,0,1,0
38833,0,0,0,0,1,0
36987,0,0,0,0,1,0
51027,0,0,0,0,1,0
46244,0,0,0,0,1,0
51020,0,0,0,0,1,0
50771,0,0,0,0,1,0
50240,0,0,0,0,1,0
51162,0,0,0,0,1,0
5049433,0,2894686.946,0,0,0,0
116053004,844.2414028,4260983.306,1034.88656,0,0,474.6734694
5323287,0,3052857.504,0,0,0,0
115325825,498.0151939,4757828.003,458.2610316,0,0,166.8235294
5579398,0,3145942.671,0,0,0,0
65298464,194.4800761,4694351.317,190.4867824,0,0,63.3
6008157,0,3377077.339,0,0,0,0
11020041,918.5582907,3132518.74,615.5428252,0,0,334.1818182
6078013,0,3426835.673,0,0,0,0
15193586,299.5,3688458.384,266.7041849,0,0,140.3333333
591992,0,0,0,0,1,0
1743223,0,0,122.3982571,0,1,106
94637,0,0,0,0,1,0
5077057,0,2899806.643,0,0,0,0
116090270,236.7934603,4883497.137,183.8452891,0,0,47.63333333
115944066,262.4918684,4769299.615,200.5592537,0,0,71.57575758
10109912,269.0619507,3771602.521,314.7107579,0,0,172.25
